chr1:179585540-179587023	-0.675	-0.058	-0.429	0.071	-0.737	0.161	-0.569	-0.490	-0.375
chr1:180953351-180955108	-0.487	-0.561	-0.523	-0.401	-0.297	-0.809	-0.307	0.176	-0.634
chr1:181317246-181319165	-0.620	-0.488	-0.498	-0.603	-0.710	-0.545	-0.734	-0.565	-0.083
chr1:185053543-185055373	-0.823	-0.782	-0.729	-0.412	-0.766	-0.415	-0.222	-0.804	0.045
chr1:193861683-193862821	-0.581	-0.535	-0.551	-0.522	-0.518	-0.741	0.546	-0.619	-0.054
chr1:202642201-202643909	-0.370	-0.377	-0.369	-0.515	-0.274	-0.525	-0.315	-0.440	-0.174
chr1:203075116-203076587	-0.584	-0.567	-0.203	-0.173	-0.503	-0.450	-0.495	-0.346	-0.068
chr1:207669121-207670191	-0.199	-0.540	-0.236	-0.565	-0.540	-0.172	-0.473	-0.632	-0.128
chr1:209674649-209676625	-0.699	-0.494	-0.663	-0.561	-0.683	-0.710	-0.789	-0.619	-0.295
chr1:211415796-211417345	-0.654	-0.304	-0.717	-0.727	-0.551	-0.849	-0.550	-0.842	0.717
chr1:214187090-214187803	-0.295	-0.460	-0.730	-0.586	-0.683	-0.626	-0.491	-0.381	0.110
chr1:240405695-240406781	-0.300	-0.269	-0.213	-0.260	0.123	-0.430	-0.527	-0.519	-0.049
chr1:247372909-247374443	-0.692	-0.479	-0.494	-0.464	-0.479	-0.726	-0.583	-0.319	-0.613
chr10:5692034-5693534	-0.219	-0.523	-0.203	-0.356	-0.789	-0.154	-0.609	-0.547	-0.099
chr10:11890965-11896572	-0.657	-0.562	-0.901	-0.733	-0.855	-0.533	-0.711	-0.863	-0.206
chr10:15717823-15721106	-0.799	-0.682	-0.327	0.594	-0.755	-0.647	-0.454	-0.766	-0.330
chr10:15921108-15924013	-0.452	0.778	-0.928	0.687	0.739	0.779	0.677	0.707	-0.329
chr10:17996481-17997016	-0.441	-0.484	-0.419	-0.596	-0.624	-0.495	-0.472	-0.608	-0.063
chr10:22926932-22928672	-0.801	-0.870	-0.573	-0.910	-0.833	-0.646	-0.627	-0.808	-0.251
chr10:43228410-43230715	-0.421	-0.533	-0.529	-0.693	-0.635	-0.635	-0.537	-0.654	-0.161
chr10:50562356-50563313	-0.428	-0.388	-0.490	-0.674	-0.721	-0.708	-0.529	-0.632	-0.066
chr10:55022770-55023541	-0.521	-0.351	-0.415	-0.396	-0.488	-0.294	-0.757	-0.404	0.076
chr10:59351486-59352586	0.279	-0.401	-0.626	-0.640	-0.651	-0.519	-0.539	-0.726	0.147
chr10:63464285-63466815	-0.246	-0.345	-0.683	-0.950	-0.916	-0.448	-0.381	-0.631	-0.109
chr10:70130855-70133260	-0.550	-0.654	-0.495	0.187	-0.712	-0.183	-0.087	-0.626	-0.153
chr10:75391462-75399830	-0.774	-0.514	-0.556	-0.768	-0.626	-0.397	-0.708	-0.614	-0.189
chr10:77635988-77638366	-0.530	-0.637	-0.611	-0.400	-0.665	-0.136	-0.269	-0.593	0.151
chr10:92238799-92240288	0.097	-0.573	-0.730	0.153	-0.487	-0.718	-0.068	0.205	-0.191
chr10:93037542-93038034	0.271	-0.444	-0.368	-0.552	-0.795	-0.025	-0.857	-0.453	-0.020
chr10:98029236-98031561	-0.324	-0.505	-0.518	-0.566	-0.728	-0.464	0.141	-0.768	-0.139
chr10:101773270-101777077	-0.320	-0.532	-0.364	-0.495	-0.584	-0.581	-0.523	-0.555	-0.120
chr10:109455815-109458532	-0.429	-0.536	-0.216	-0.602	-0.614	-0.597	-0.581	-0.654	0.292
chr10:110767382-110768349	-0.304	-0.433	-0.497	-0.524	-0.643	-0.510	-0.312	-0.465	-0.015
chr10:114238372-114240103	-0.726	-0.479	-0.670	-0.683	-0.675	-0.821	-0.642	-0.301	-0.260
chr10:117240493-117242038	-0.321	-0.553	-0.666	-0.193	0.166	-0.661	-0.505	-0.257	-0.125
chr10:119817751-119819735	-0.900	-0.758	-0.785	-0.711	-0.612	-0.224	-0.845	-0.780	-0.144
chr10:123890768-123892273	-0.231	-0.884	-0.726	-0.738	-0.282	-0.424	-0.334	-0.341	-0.177
chr10:123990931-123992606	-0.756	-0.581	-0.706	-0.588	-0.712	-0.617	-0.464	-0.750	-0.440
chr10:124446692-124450774	-0.759	0.464	-0.755	-0.280	0.203	-0.307	-0.769	0.180	-0.270
chr10:127194550-127197268	-0.848	-0.868	-0.420	-0.799	-0.567	-0.718	-0.937	-0.608	-0.080
chr10:133422546-133425907	-0.822	-0.825	-0.787	-0.548	-0.634	-0.704	-0.777	-0.875	-0.177
chr10:133451641-133466470	-0.706	-0.526	-0.697	-0.696	-0.503	-0.784	-0.421	-0.734	0.258
chr10:133527388-133531120	-0.770	-0.579	-0.816	-0.810	-0.621	-0.600	-0.492	-0.783	0.385
chr10:133567895-133570146	-0.418	-0.425	-0.450	-0.559	-0.527	-0.715	-0.254	-0.644	-0.229
chr11:2009835-2036986	0.724	0.759	0.579	0.841	0.842	0.643	0.751	0.860	0.595
chr11:2037273-2042921	0.556	0.665	0.583	0.669	0.728	0.687	0.732	0.527	-0.207
chr11:2065220-2077183	0.760	0.677	0.627	0.632	0.522	0.685	0.682	0.938	-0.333
chr11:2078622-2104308	0.702	0.567	0.783	0.628	0.623	0.936	0.803	0.699	0.360
chr11:2112051-2122196	0.645	0.630	0.629	0.812	0.578	0.783	0.645	0.748	0.445
chr11:2123270-2126761	0.561	0.558	0.891	0.807	0.684	0.837	0.830	0.812	-0.155
chr11:2128915-2134874	0.395	-0.199	0.685	0.380	0.429	0.601	0.463	0.492	-0.204
chr11:2144666-2150042	0.624	0.718	0.669	0.614	0.753	0.836	0.685	0.759	0.463
chr11:2407905-2416363	-0.484	-0.457	-0.633	-0.416	-0.407	-0.670	-0.537	-0.461	0.299
chr11:2421098-2428281	-0.760	-0.571	-0.615	-0.486	-0.512	-0.818	-0.558	-0.467	0.134
chr11:2430114-2437250	-0.669	-0.589	-0.552	-0.514	-0.604	-0.830	-0.587	-0.760	0.431
chr11:2446008-2469817	-0.698	-0.633	-0.691	-0.616	-0.646	-0.727	-0.593	-0.603	0.331
chr11:2471388-2476061	-0.604	-0.397	-0.443	-0.533	-0.579	-0.431	-0.692	-0.549	-0.311
chr11:2506086-2526619	-0.582	-0.650	-0.690	-0.471	-0.616	-0.842	-0.587	-0.573	0.216
chr11:2527523-2531556	-0.707	-0.562	-0.378	-0.452	-0.542	-0.549	-0.413	-0.475	0.218
chr11:2544062-2550253	-0.650	-0.712	-0.482	-0.824	-0.737	-0.745	-0.651	-0.779	-0.154
chr11:2570935-2582359	-0.557	-0.557	-0.501	-0.670	-0.660	-0.390	-0.447	-0.518	-0.234
chr11:2584745-2599250	-0.835	-0.910	-0.663	-0.817	-0.753	-0.839	-0.678	-0.694	-0.234
chr11:2600873-2612912	-0.714	-0.632	-0.776	-0.770	-0.623	-0.938	-0.939	-0.913	-0.486
chr11:2698156-2701554	-0.817	-0.853	-0.919	-0.933	-0.889	-0.826	-0.578	-0.919	-0.907
chr11:3085194-3091625	-0.615	-0.513	-0.485	-0.544	-0.370	-0.396	-0.640	-0.429	0.175
chr11:3095616-3109925	-0.661	-0.470	-0.729	-0.453	-0.310	-0.518	-0.417	-0.346	-0.451
chr11:3117136-3128822	-0.525	-0.540	-0.768	-0.378	0.455	-0.734	-0.577	-0.388	0.176
chr11:3136156-3142172	-0.314	-0.480	-0.592	-0.278	0.518	-0.516	-0.582	-0.494	0.406
chr11:3142900-3156793	-0.501	-0.466	-0.710	-0.320	-0.560	-0.631	-0.488	-0.484	0.220
chr11:3157003-3160194	-0.493	-0.331	-0.825	-0.359	-0.312	-0.637	-0.502	-0.361	-0.185
chr11:4211892-4212408	-0.415	-0.278	-0.417	-0.327	-0.379	-0.733	-0.657	-0.419	-0.048
chr11:7087926-7090335	-0.731	-0.505	-0.650	-0.462	-0.636	-0.395	-0.520	-0.482	-0.378
chr11:7672931-7674605	-0.167	-0.706	-0.399	-0.465	-0.883	-0.704	0.137	-0.592	-0.320
chr11:9090692-9092102	-0.469	-0.331	-0.143	-0.291	-0.615	-0.530	-0.436	-0.585	0.084
chr11:10539872-10541843	-0.144	-0.525	-0.500	-0.536	-0.594	-0.679	-0.232	-0.573	-0.264
chr11:18188831-18190172	-0.384	-0.457	-0.438	-0.529	-0.444	-0.517	-0.322	-0.332	0.104
chr11:19339645-19347072	-0.416	-0.559	-0.610	-0.554	-0.651	-0.494	-0.453	-0.790	0.219
chr11:31533277-31534299	-0.348	-0.203	-0.662	-0.191	-0.579	-0.719	-0.485	-0.325	-0.021
chr11:44063594-44066953	-0.762	-0.760	-0.771	-0.528	-0.719	-0.715	-0.682	-0.712	-0.229
chr11:68683891-68685442	-0.332	-0.257	-0.097	0.175	-0.182	-0.167	-0.045	-0.462	-0.229
chr11:78902795-78904488	-0.579	0.100	-0.581	-0.722	-0.431	-0.676	-0.590	-0.758	0.234
chr11:78961631-78962825	-0.341	-0.228	-0.455	-0.460	-0.489	-0.447	-0.188	-0.436	-0.079
chr11:82288855-82290696	-0.679	-0.497	-0.801	-0.645	-0.475	-0.507	-0.429	-0.495	-0.113
chr11:83606360-83607497	-0.400	-0.570	-0.449	-0.560	-0.366	-0.727	-0.382	-0.345	-0.054
chr11:88508256-88510020	-0.766	-0.829	-0.339	-0.824	-0.885	-0.255	-0.878	-0.756	0.364
chr11:89490636-89491873	-0.249	-0.271	-0.442	0.084	-0.639	-0.850	-0.382	-0.431	-0.085
chr11:91062885-91064088	-0.489	-0.425	-0.258	-0.596	-0.722	-0.630	-0.601	-0.554	0.033
chr11:94088716-94089994	-0.490	-0.607	-0.581	-0.639	-0.571	-0.641	-0.422	-0.576	0.124
chr11:99845394-99845898	-0.675	-0.504	-0.322	-0.804	-0.696	-0.723	-0.230	-0.529	-0.032
chr11:102999240-102999741	-0.333	-0.566	-0.364	-0.063	-0.714	-0.328	-0.507	-0.809	-0.023
chr11:103458492-103460023	-0.236	-0.577	0.219	-0.289	-0.731	-0.676	0.041	-0.572	-0.101
chr11:107644360-107645543	-0.353	-0.428	-0.251	-0.596	-0.408	-0.400	-0.401	-0.431	-0.034
chr11:109420063-109424764	-0.569	-0.656	-0.563	-0.691	-0.126	-0.549	-0.414	-0.681	-0.312
chr11:110091849-110094480	-0.892	-0.900	-0.581	-0.547	-0.875	-0.835	-0.881	-0.755	-0.391
chr11:111936573-111937706	-0.500	0.236	0.115	-0.384	-0.522	-0.675	-0.521	-0.686	-0.043
chr11:115759494-115760733	-0.655	-0.459	-0.729	-0.439	-0.750	-0.219	-0.530	-0.401	-0.125
chr11:116579436-116581583	-0.689	-0.768	-0.486	-0.193	-0.690	-0.368	0.112	-0.611	-0.101
chr11:117791669-117797970	-0.611	-0.534	-0.655	-0.599	-0.578	-0.690	-0.359	-0.678	-0.228
chr11:120985593-120986649	-0.211	0.055	-0.328	-0.485	-0.778	-0.486	-0.321	-0.527	-0.042
chr11:131908898-131912942	-0.645	-0.643	-0.564	-0.776	-0.827	-0.543	-0.527	-0.753	-0.194
chr11:132941923-132946225	-0.689	-0.858	-0.648	-0.565	-0.734	-0.594	-0.632	-0.854	-0.134
chr11:133080176-133084016	-0.695	-0.797	-0.713	-0.672	-0.786	-0.649	-0.678	-0.584	-0.465
chr11:134124574-134125417	-0.120	0.132	-0.415	-0.197	-0.422	-0.741	-0.673	-0.665	0.028
chr12:202438-204411	-0.616	-0.349	-0.799	-0.436	-0.720	-0.694	-0.522	-0.777	-0.177
chr12:4324212-4325240	-0.340	-0.321	-0.652	-0.760	-0.665	-0.539	-0.709	-0.732	0.050
chr12:6056392-6058206	-0.502	-0.743	-0.827	-0.576	-0.630	-0.447	0.715	-0.553	-0.535
chr12:8604744-8605763	-0.501	-0.762	-0.479	-0.508	-0.552	-0.567	-0.261	-0.583	-0.031
chr12:15343193-15344113	-0.399	-0.154	-0.721	-0.144	-0.281	-0.295	-0.313	-0.586	-0.084
chr12:19775357-19776738	-0.473	-0.425	-0.720	-0.532	-0.722	-0.257	-0.806	-0.535	0.095
chr12:20713063-20713712	-0.688	-0.643	-0.522	-0.653	-0.707	-0.433	-0.646	-0.605	-0.064
chr12:22333421-22336026	-0.531	-0.580	-0.868	-0.723	-0.695	-0.631	-0.622	-0.719	0.031
chr12:23249846-23250425	-0.502	-0.692	-0.120	-0.557	-0.610	-0.552	-0.564	-0.535	0.049
chr12:25120167-25121129	-0.428	-0.815	-0.436	-0.516	-0.816	-0.775	-0.719	-0.791	-0.072
chr12:29148211-29150731	0.382	-0.910	-0.753	-0.337	-0.845	-0.873	-0.903	-0.157	-0.142
chr12:51813898-51815114	-0.179	-0.354	-0.443	-0.442	-0.482	-0.393	-0.104	-0.505	0.422
chr12:51820198-51822053	0.239	-0.434	0.449	0.556	-0.248	0.427	0.258	0.152	-0.410
chr12:53299384-53300410	0.032	-0.872	-0.532	-0.061	-0.830	-0.097	0.022	-0.760	0.063
chr12:62035389-62036128	-0.570	-0.513	-0.403	-0.262	-0.382	-0.559	-0.688	-0.676	0.045
chr12:62631430-62633026	-0.373	-0.223	-0.902	-0.153	-0.439	-0.423	-0.642	-0.502	-0.180
chr12:64516336-64516952	-0.085	-0.183	-0.468	-0.655	-0.388	-0.451	-0.182	-0.409	0.046
chr12:64823615-64826244	-0.622	-0.707	-0.514	-0.795	-0.559	-0.684	-0.383	-0.409	-0.305
chr12:65120577-65122895	-0.608	-0.427	-0.408	-0.545	-0.784	-0.700	-0.483	-0.670	-0.198
chr12:74874888-74875363	0.508	0.372	0.679	0.431	0.507	0.611	0.782	0.294	0.093
chr12:90536259-90537254	-0.120	0.490	0.471	0.640	0.579	0.500	-0.247	0.186	0.050
chr12:103301614-103303177	-0.443	-0.311	-0.639	-0.400	-0.785	-0.487	-0.535	-0.489	0.350
chr12:103494174-103497019	-0.606	-0.723	-0.560	-0.691	-0.806	-0.737	-0.748	-0.842	-0.127
chr12:104265079-104265887	-0.180	-0.384	-0.747	-0.189	-0.489	-0.430	-0.369	-0.593	-0.083
chr12:108128444-108130259	-0.678	-0.746	-0.589	-0.422	-0.744	-0.559	-0.302	-0.642	-0.201
chr12:118338984-118339991	-0.842	-0.588	-0.732	-0.350	-0.169	-0.546	-0.635	-0.768	-0.023
chr12:119593239-119597298	-0.601	-0.446	-0.568	-0.642	-0.569	-0.548	-0.332	-0.541	0.087
chr12:121917804-121919057	-0.726	0.149	-0.731	-0.467	-0.833	-0.459	-0.277	-0.643	-0.156
chr13:20141573-20143482	-0.350	-0.279	-0.563	-0.382	-0.202	-0.560	-0.574	-0.514	-0.200
chr13:32425851-32428682	-0.525	-0.712	-0.922	-0.891	-0.900	-0.742	-0.672	-0.865	0.216
chr13:33349111-33351152	-0.869	-0.700	-0.801	0.131	-0.773	-0.650	-0.198	-0.592	0.231
chr13:48317707-48321833	-0.570	-0.387	-0.809	-0.674	-0.420	0.293	-0.222	-0.744	-0.910
chr13:50842811-50844478	-0.576	-0.666	-0.676	-0.184	-0.643	-0.530	-0.443	-0.775	0.132
chr13:61016815-61017282	-0.482	-0.387	-0.659	-0.660	-0.727	-0.274	-0.268	-0.592	-0.041
chr13:70106579-70109539	-0.502	-0.428	-0.702	-0.776	-0.781	-0.520	-0.664	-0.393	0.356
chr13:84830744-84832678	-0.538	-0.471	-0.545	-0.699	-0.334	-0.648	0.284	-0.550	-0.171
chr13:86154723-86155831	-0.507	-0.580	-0.610	-0.562	-0.600	-0.636	-0.181	-0.258	0.035
chr13:93088085-93097079	-0.661	-0.522	-0.439	-0.560	-0.735	-0.598	-0.560	-0.596	0.205
chr13:95001922-95003434	-0.419	-0.429	-0.364	-0.503	-0.539	-0.681	-0.492	-0.499	0.263
chr13:99894691-99896762	-0.529	-0.544	-0.679	-0.562	-0.722	-0.815	-0.399	-0.646	-0.492
chr13:101453394-101454493	-0.681	-0.334	-0.449	-0.638	-0.796	-0.800	0.166	-0.848	-0.023
chr13:101914916-101918812	-0.847	-0.758	-0.646	-0.884	-0.668	-0.835	-0.617	-0.754	-0.100
chr13:108885774-108886993	-0.419	-0.653	-0.419	-0.676	-0.692	-0.459	-0.398	-0.728	-0.117
chr13:111892383-111894733	-0.633	-0.657	-0.723	-0.560	-0.442	-0.629	-0.428	-0.615	-0.128
chr13:112053046-112059057	-0.652	-0.531	-0.795	-0.532	-0.609	0.540	-0.405	-0.529	0.137
chr13:112103065-112108095	-0.758	-0.320	-0.694	-0.567	-0.534	-0.656	-0.457	-0.553	0.366
chr14:24093193-24095186	-0.503	-0.338	-0.704	-0.689	-0.670	-0.361	-0.465	-0.542	0.072
chr14:33799425-33801943	-0.639	-0.688	-0.773	-0.907	-0.542	-0.874	-0.651	-0.727	-0.743
chr14:36660607-36664106	-0.840	-0.460	-0.610	-0.484	-0.817	-0.312	-0.331	-0.618	0.310
chr14:47018906-47020425	-0.739	-0.507	-0.646	-0.530	-0.817	-0.616	-0.542	-0.355	-0.200
chr14:52266768-52269839	-0.660	-0.683	-0.529	-0.716	-0.686	-0.715	-0.566	-0.435	-0.427
chr14:53217479-53218958	-0.691	0.068	-0.044	0.056	-0.811	-0.799	-0.698	-0.692	-0.055
chr14:57862612-57868149	-0.747	-0.691	-0.734	-0.473	-0.660	-0.636	-0.629	-0.713	-0.301
chr14:72928423-72930759	-0.742	-0.901	-0.693	-0.721	-0.866	-0.769	-0.877	-0.842	0.044
chr14:73137597-73139980	-0.728	-0.708	-0.865	-0.647	-0.727	-0.685	-0.504	-0.607	0.117
chr14:84511560-84512447	-0.179	-0.447	-0.456	-0.316	-0.449	-0.591	-0.389	-0.373	0.035
chr14:94766772-94769486	-0.313	-0.701	-0.755	-0.308	-0.439	-0.545	-0.139	-0.589	-0.214
chr14:99172641-99176832	-0.579	-0.484	-0.362	-0.466	-0.607	-0.555	-0.435	-0.593	-0.161
chr14:100823840-100828392	0.719	0.642	0.292	0.369	0.268	0.484	0.370	0.447	0.903
chr14:101780783-101781972	-0.177	-0.664	-0.488	-0.434	-0.568	-0.672	0.125	-0.508	0.394
chr14:103101857-103103247	-0.079	0.307	0.162	-0.180	0.180	0.685	0.621	0.431	0.280
chr14:105112010-105113376	-0.137	-0.742	0.104	-0.784	-0.744	-0.668	-0.579	-0.854	0.090
chr15:23561939-23567348	-0.462	0.202	-0.763	-0.350	0.613	0.743	-0.589	0.678	0.346
chr15:24953880-24956894	-0.718	-0.794	-0.837	-0.849	-0.830	-0.764	0.219	-0.792	-0.863
chr15:33307841-33313444	-0.740	-0.829	-0.493	-0.728	-0.730	-0.667	-0.473	-0.673	-0.341
chr15:38902519-38903444	-0.290	-0.504	-0.712	-0.391	-0.516	-0.574	-0.621	-0.323	-0.043
chr15:39974779-39977280	-0.799	-0.712	-0.567	-0.319	-0.874	-0.601	0.629	-0.645	0.206
chr15:40485494-40490303	-0.711	-0.716	-0.741	-0.755	-0.591	-0.827	-0.835	-0.670	0.128
chr15:40600842-40602672	-0.416	-0.681	-0.645	-0.470	-0.831	-0.892	-0.562	-0.871	-0.148
chr15:42818301-42819170	-0.077	-0.109	-0.514	-0.509	-0.333	-0.455	-0.657	-0.337	-0.028
chr15:45022139-45024271	-0.519	-0.646	-0.517	-0.658	-0.765	-0.775	-0.621	-0.671	0.117
chr15:45034173-45036743	0.618	0.327	0.670	0.651	0.446	0.722	0.712	0.572	-0.240
chr15:49276999-49278238	-0.377	-0.575	-0.910	-0.834	-0.622	-0.613	-0.418	-0.374	-0.023
chr15:50508776-50510089	0.148	-0.361	-0.450	-0.517	-0.483	-0.712	-0.520	-0.530	0.062
chr15:53540208-53541300	-0.671	0.481	-0.356	-0.553	-0.635	-0.642	-0.223	-0.791	-0.094
chr15:53978057-53979700	-0.740	-0.751	-0.869	-0.559	-0.703	-0.693	-0.538	-0.641	0.136
chr15:76337168-76338833	-0.266	-0.306	0.271	-0.478	-0.373	-0.152	-0.259	-0.389	-0.054
chr15:76339227-76343646	-0.558	-0.860	-0.671	-0.461	-0.721	-0.567	-0.359	-0.343	-0.168
chr15:77631454-77633435	-0.319	-0.311	-0.394	-0.074	-0.466	-0.351	-0.358	-0.422	0.131
chr15:79089218-79092088	-0.511	-0.430	-0.274	-0.220	-0.568	-0.545	-0.309	-0.236	0.074
chr15:88769266-88770321	-0.478	-0.409	-0.475	-0.498	-0.492	-0.478	-0.101	-0.679	-0.059
chr15:89404434-89408391	-0.536	-0.578	-0.613	-0.649	-0.451	-0.351	-0.510	-0.517	-0.336
chr15:92654318-92656227	-0.555	-0.768	-0.518	-0.546	-0.777	-0.540	-0.637	-0.767	0.196
chr15:93071405-93074172	-0.199	-0.846	-0.644	-0.748	-0.873	-0.786	-0.137	-0.644	0.275
chr15:96947336-96948721	-0.562	-0.240	-0.535	-0.751	-0.308	-0.696	-0.658	-0.759	-0.141
chr15:98851918-98853445	-0.416	0.240	-0.399	-0.363	-0.309	-0.332	-0.322	0.057	0.027
chr15:98864844-98867267	0.196	-0.876	-0.411	-0.573	-0.571	-0.287	-0.267	-0.572	-0.742
chr15:101086130-101086619	-0.347	-0.346	0.073	-0.098	-0.477	-0.158	-0.207	-0.228	-0.040
chr16:806733-808600	-0.541	-0.685	-0.556	-0.305	-0.824	-0.542	-0.467	-0.715	-0.718
chr16:813240-813884	-0.113	-0.318	-0.073	0.051	-0.517	-0.282	-0.357	-0.560	-0.336
chr16:1841808-1843477	-0.235	-0.322	-0.752	-0.464	-0.736	-0.794	-0.523	-0.718	-0.126
chr16:3428864-3442090	-0.583	-0.789	-0.699	-0.445	-0.834	-0.816	0.419	-0.800	-0.884
chr16:3442318-3444463	0.437	0.429	0.599	0.740	0.668	0.807	0.365	0.584	0.821
chr16:3444667-3453763	-0.549	-0.610	-0.633	-0.577	-0.709	-0.726	-0.507	-0.339	-0.685
chr16:6017605-6021818	-0.486	-0.628	-0.315	-0.434	-0.716	-0.573	-0.455	-0.633	-0.270
chr16:8569458-8570423	-0.484	-0.391	0.089	0.300	-0.277	-0.406	-0.419	-0.505	0.130
chr16:30804867-30807960	-0.670	0.313	-0.574	-0.346	-0.529	-0.916	-0.516	-0.331	0.353
chr16:48360026-48366826	-0.844	-0.712	-0.333	-0.505	-0.736	-0.651	-0.911	-0.768	-0.210
chr16:53791753-53792667	0.175	-0.497	-0.362	-0.482	-0.236	-0.222	-0.550	-0.637	0.125
chr16:61981543-61982760	-0.474	-0.276	-0.420	-0.505	-0.668	-0.597	-0.176	-0.518	-0.308
chr16:66603379-66606173	0.360	-0.709	-0.318	-0.598	-0.634	-0.541	-0.862	-0.490	-0.177
chr16:68529513-68530953	-0.683	-0.271	-0.630	-0.242	0.112	0.160	0.325	-0.116	-0.139
chr16:68538387-68540251	-0.204	-0.696	-0.495	-0.757	-0.760	-0.635	0.426	-0.461	0.166
chr16:74700332-74700987	-0.180	-0.382	-0.206	-0.263	-0.211	-0.388	-0.122	-0.664	-0.005
chr16:76234626-76235773	-0.377	-0.653	-0.706	-0.450	0.329	-0.248	-0.253	-0.624	0.075
chr16:76619152-76619918	-0.582	-0.335	-0.733	-0.357	-0.439	-0.293	-0.163	-0.549	0.178
chr16:76634456-76635253	-0.772	-0.710	-0.761	-0.474	-0.795	-0.780	-0.561	-0.745	0.090
chr16:78927751-78928555	-0.461	-0.133	-0.565	-0.377	-0.670	-0.415	-0.499	-0.231	-0.292
chr16:89256329-89258177	-0.539	-0.283	-0.353	-0.346	-0.736	-0.335	-0.330	-0.706	-0.133
chr17:409470-410969	-0.689	-0.358	-0.906	-0.810	-0.766	-0.867	-0.900	-0.723	0.116
chr17:5122232-5123767	-0.569	-0.252	-0.775	-0.367	-0.612	-0.645	-0.562	-0.611	-0.423
chr17:32822266-32823316	-0.824	-0.650	-0.901	-0.696	-0.891	-0.917	-0.501	-0.597	-0.047
chr17:34039132-34040476	-0.557	-0.330	-0.491	-0.727	-0.403	-0.581	-0.676	-0.643	0.091
chr17:44004045-44006519	-0.723	-0.256	-0.888	-0.215	-0.317	-0.603	-0.685	-0.662	-0.053
chr17:68599790-68601687	-0.912	-0.855	-0.652	-0.725	-0.485	-0.839	-0.892	-0.882	0.165
chr17:73951660-73954801	-0.489	-0.651	-0.436	-0.554	-0.647	-0.776	-0.495	-0.670	-0.127
chr17:74859124-74861984	-0.598	-0.712	-0.438	-0.472	-0.615	-0.572	-0.255	-0.674	-0.077
chr17:76869167-76870544	-0.397	-0.520	-0.185	-0.552	-0.467	-0.306	-0.150	-0.677	0.123
chr17:77527815-77529821	-0.648	0.077	-0.650	-0.417	-0.268	-0.640	-0.409	-0.670	-0.142
chr17:81395790-81397880	0.663	-0.100	-0.136	-0.087	0.431	-0.143	-0.251	0.142	0.068
chr17:81397944-81400643	-0.801	-0.562	-0.546	-0.617	-0.544	-0.700	-0.585	-0.686	0.295
chr18:2905660-2907711	-0.248	-0.691	-0.560	-0.419	-0.868	-0.827	-0.208	-0.614	0.062
